Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AMI,19,454,4.9,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke,17,303,9,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Hemorrhagic,3,24,13.9,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Ischemic,13,278,5.5,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Subarachnoid,,,,,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Carotid Endarterectomy,0,12,0,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,GI Hemorrhage,4,301,1.7,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Heart Failure,15,613,2.2,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Hip Fracture,2,119,1.3,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,PCI,13,371,3,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pancreatic Resection,0,11,0,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pneumonia,5,186,2.4,As Expected,-122.262,37.82106
2016,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,CAB,Isolated CABG Operative Mortalit,1,118,0.84,As Expected,-122.26,37.82
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AMI,25,451,5.7,As Expected,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke,8,325,3.3,Better,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Hemorrhagic,4,15,21.4,As Expected,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Ischemic,4,309,1.1,Better,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Subarachnoid,,,,,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Carotid Endarterectomy,1,14,12.6,As Expected,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,GI Hemorrhage,9,341,2.6,As Expected,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Heart Failure,27,675,2.9,As Expected,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Hip Fracture,2,95,1.8,As Expected,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,PCI,9,349,3.3,As Expected,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pancreatic Resection,0,8,0,As Expected,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pneumonia,4,109,2.8,As Expected,-122.262,37.82106
2017,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,CAB,Isolated CABG Operative Mortalit,2,144,1.65,As Expected,-122.26,37.82
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AMI,17,420,3.9,As Expected,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke,11,314,4.4,Better,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Hemorrhagic,4,8,31.8,As Expected,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Ischemic,7,303,1.9,Better,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Subarachnoid,0,3,0,As Expected,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Carotid Endarterectomy,0,13,0,As Expected,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,GI Hemorrhage,7,322,1.7,As Expected,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Heart Failure,13,812,1.2,Better,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Hip Fracture,4,112,2.3,As Expected,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,PCI,11,344,3,As Expected,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pancreatic Resection,2,13,8.1,As Expected,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pneumonia,5,137,2.7,As Expected,-122.262,37.82106
2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,CAB,Isolated CABG Operative Mortalit,2,143,1.37,As Expected,-122.26,37.82
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AAA Repair Endo Unrupture,,,,,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AAA Repair Open Unrupture,,,,,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AMI,32,556,5.2,As Expected,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke,13,367,4.3,Better,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Hemorrhagic,2,13,17.9,As Expected,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Ischemic,10,349,2.3,Better,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Subarachnoid,1,5,8.8,As Expected,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Carotid Endarterectomy,0,5,0,As Expected,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,GI Hemorrhage,5,323,1.4,As Expected,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Heart Failure,13,810,1.5,Better,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Hip Fracture,1,96,0.7,As Expected,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,PCI,21,401,4.4,As Expected,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pancreatic Resection,0,9,0,As Expected,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pneumonia,5,99,4.6,As Expected,-122.262,37.82106
2019,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,CAB,Isolated CABG Operative Mortalit,2,155,1.12342,As Expected,-122.26,37.82
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AAA Repair Endo Unrupture,,,,,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AAA Repair Open Unrupture,,,,,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AMI,20,382,5.3,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke,15,360,7.2,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Hemorrhagic,4,12,25.1,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Ischemic,11,348,3.6,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Subarachnoid,,,,,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Carotid Endarterectomy,0,22,0,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,GI Hemorrhage,8,278,2.8,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Heart Failure,17,713,2.3,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Hip Fracture,0,102,0,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,PCI,5,253,1.9,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pancreatic Resection,1,11,9.2,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pneumonia,13,271,5.5,As Expected,-122.262,37.82106
2020,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,CAB,Isolated CABG Operative Mortalit,3,122,2.123427,As Expected,-122.26,37.82
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Emergency CABG,0,21,0,As Expected,-122.08962,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Mortality,0,21,0,As Expected,-122.08962,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Stroke,0,21,0,As Expected,-122.08962,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,AMI,11,221,8.3,As Expected,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke,4,60,23.3,As Expected,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Ischemic,3,58,11,As Expected,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Carotid Endarterectomy,,,,,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,GI Hemorrhage,6,137,4,As Expected,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Heart Failure,6,219,3.4,As Expected,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Hip Fracture,0,22,0,As Expected,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,PCI,5,175,4.9,As Expected,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pancreatic Resection,,,,,-122.089,37.63291
2016,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pneumonia,7,170,6.7,As Expected,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Emergency CABG,0,26,0,As Expected,-122.08962,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Mortality,0,26,0,As Expected,-122.08962,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Stroke,0,26,0,As Expected,-122.08962,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,AMI,13,207,10.2,Worse,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke,3,67,5.9,As Expected,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Hemorrhagic,1,3,14.8,As Expected,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Ischemic,1,62,2.1,As Expected,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Carotid Endarterectomy,,,,,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,GI Hemorrhage,1,114,1.2,As Expected,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Heart Failure,6,219,4,As Expected,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Hip Fracture,1,26,3.8,As Expected,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,PCI,8,173,7.4,As Expected,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pancreatic Resection,,,,,-122.089,37.63291
2017,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pneumonia,4,147,3.2,As Expected,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Emergency CABG,0,20,,As Expected,-122.08962,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Mortality,0,20,0,As Expected,-122.08962,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Stroke,0,20,0,As Expected,-122.08962,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,AMI,12,185,8.8,As Expected,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke,3,59,7.5,As Expected,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Hemorrhagic,2,6,26.8,As Expected,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Ischemic,1,53,2.4,As Expected,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Carotid Endarterectomy,,,,,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,GI Hemorrhage,3,100,2.6,As Expected,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Heart Failure,7,259,2.8,As Expected,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Hip Fracture,0,25,0,As Expected,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,PCI,8,174,7.6,As Expected,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pancreatic Resection,,,,,-122.089,37.63291
2018,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pneumonia,5,170,3.2,As Expected,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Emergency CABG,0,21,,As Expected,-122.08962,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Mortality,0,21,0,As Expected,-122.08962,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Stroke,0,21,0,As Expected,-122.08962,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,AMI,16,203,12.7,Worse,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke,0,53,0,As Expected,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Ischemic,0,51,0,As Expected,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Carotid Endarterectomy,,,,,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,GI Hemorrhage,6,148,6.3,Worse,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Heart Failure,5,255,2.9,As Expected,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Hip Fracture,0,24,0,As Expected,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,PCI,8,195,6.8,As Expected,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pancreatic Resection,,,,,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pneumonia,4,139,4.8,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Emergency CABG,0,13,,As Expected,-122.08962,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Mortality,0,13,0,As Expected,-122.08962,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,PCI,Elective PCI Stroke,0,13,0,As Expected,-122.08962,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,AMI,20,179,10.3,Worse,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke,2,32,8.3,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Hemorrhagic,2,4,28,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Ischemic,0,28,0,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Carotid Endarterectomy,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,GI Hemorrhage,5,136,5.5,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Heart Failure,5,203,3.1,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Hip Fracture,0,19,0,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,PCI,13,142,9.8,Worse,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pancreatic Resection,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,106010967,Independent/Other,IMI,Pneumonia,22,279,7,As Expected,-122.089,37.63291
2016,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,AMI,9,211,5.1,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Acute Stroke,23,283,9.6,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Acute Stroke Hemorrhagic,12,67,21.5,As Expected,-121.98,37.55847
